model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00004,0.0,1.0
anthropic,keyboard,math.json,Q00004,0.1,0.0
anthropic,keyboard,math.json,Q00004,0.2,1.0
anthropic,keyboard,math.json,Q00004,0.3,1.0
anthropic,keyboard,math.json,Q00004,0.4,0.0
anthropic,keyboard,math.json,Q00004,0.5,
anthropic,keyboard,math.json,Q00004,0.6,
anthropic,keyboard,math.json,Q00004,0.7,0.0
anthropic,keyboard,math.json,Q00004,0.8,0.0
anthropic,keyboard,math.json,Q00004,0.9,
anthropic,keyboard,math.json,Q00004,1.0,0.0
