model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00011,0.0,0.0
anthropic,keyboard,math.json,Q00011,0.1,1.0
anthropic,keyboard,math.json,Q00011,0.2,1.0
anthropic,keyboard,math.json,Q00011,0.3,1.0
anthropic,keyboard,math.json,Q00011,0.4,
anthropic,keyboard,math.json,Q00011,0.5,1.0
anthropic,keyboard,math.json,Q00011,0.6,
anthropic,keyboard,math.json,Q00011,0.7,
anthropic,keyboard,math.json,Q00011,0.8,
anthropic,keyboard,math.json,Q00011,0.9,
anthropic,keyboard,math.json,Q00011,1.0,
