model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00015,0.0,0.0
anthropic,keyboard,math.json,Q00015,0.1,0.0
anthropic,keyboard,math.json,Q00015,0.2,0.0
anthropic,keyboard,math.json,Q00015,0.3,
anthropic,keyboard,math.json,Q00015,0.4,
anthropic,keyboard,math.json,Q00015,0.5,
anthropic,keyboard,math.json,Q00015,0.6,
anthropic,keyboard,math.json,Q00015,0.7,
anthropic,keyboard,math.json,Q00015,0.8,
anthropic,keyboard,math.json,Q00015,0.9,
anthropic,keyboard,math.json,Q00015,1.0,
