model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00000,0.0,0.0
anthropic,keyboard,math.json,Q00000,0.1,1.0
anthropic,keyboard,math.json,Q00000,0.2,0.0
anthropic,keyboard,math.json,Q00000,0.3,1.0
anthropic,keyboard,math.json,Q00000,0.4,0.0
anthropic,keyboard,math.json,Q00000,0.5,1.0
anthropic,keyboard,math.json,Q00000,0.6,
anthropic,keyboard,math.json,Q00000,0.7,
anthropic,keyboard,math.json,Q00000,0.8,
anthropic,keyboard,math.json,Q00000,0.9,
anthropic,keyboard,math.json,Q00000,1.0,0.0
