model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00018,0.0,0.0
anthropic,keyboard,math.json,Q00018,0.1,0.0
anthropic,keyboard,math.json,Q00018,0.2,1.0
anthropic,keyboard,math.json,Q00018,0.3,1.0
anthropic,keyboard,math.json,Q00018,0.4,1.0
anthropic,keyboard,math.json,Q00018,0.5,0.0
anthropic,keyboard,math.json,Q00018,0.6,0.0
anthropic,keyboard,math.json,Q00018,0.7,0.0
anthropic,keyboard,math.json,Q00018,0.8,0.0
anthropic,keyboard,math.json,Q00018,0.9,1.0
anthropic,keyboard,math.json,Q00018,1.0,0.0
