model,method,dataset,task,augmentation_rate,eval_score
anthropic,keyboard,math.json,Q00016,0.0,1.0
anthropic,keyboard,math.json,Q00016,0.1,0.0
anthropic,keyboard,math.json,Q00016,0.2,1.0
anthropic,keyboard,math.json,Q00016,0.3,0.0
anthropic,keyboard,math.json,Q00016,0.4,0.0
anthropic,keyboard,math.json,Q00016,0.5,
anthropic,keyboard,math.json,Q00016,0.6,
anthropic,keyboard,math.json,Q00016,0.7,
anthropic,keyboard,math.json,Q00016,0.8,
anthropic,keyboard,math.json,Q00016,0.9,
anthropic,keyboard,math.json,Q00016,1.0,
