model,method,dataset,task,augmentation_rate,eval_score
openai,cut,newleetcode.json,Q00019,0.0,1
openai,cut,newleetcode.json,Q00019,0.1,0
openai,cut,newleetcode.json,Q00019,0.2,1
openai,cut,newleetcode.json,Q00019,0.3,1
openai,cut,newleetcode.json,Q00019,0.4,1
openai,cut,newleetcode.json,Q00019,0.5,0
openai,cut,newleetcode.json,Q00019,0.6,0
openai,cut,newleetcode.json,Q00019,0.7,0
openai,cut,newleetcode.json,Q00019,0.8,0
openai,cut,newleetcode.json,Q00019,0.9,0
openai,cut,newleetcode.json,Q00019,1.0,0
