model,method,dataset,task,augmentation_rate,eval_score
meta,keyboard,newleetcode.json,Q00007,0.0,1
meta,keyboard,newleetcode.json,Q00007,0.1,1
meta,keyboard,newleetcode.json,Q00007,0.2,1
meta,keyboard,newleetcode.json,Q00007,0.3,0
meta,keyboard,newleetcode.json,Q00007,0.4,0
meta,keyboard,newleetcode.json,Q00007,0.5,0
meta,keyboard,newleetcode.json,Q00007,0.6,0
meta,keyboard,newleetcode.json,Q00007,0.7,0
meta,keyboard,newleetcode.json,Q00007,0.8,0
meta,keyboard,newleetcode.json,Q00007,0.9,0
meta,keyboard,newleetcode.json,Q00007,1.0,0
