model,method,dataset,task,augmentation_rate,eval_score
google,random,oldleetcode.json,Q00018,0.0,0
google,random,oldleetcode.json,Q00018,0.1,0
google,random,oldleetcode.json,Q00018,0.2,0
google,random,oldleetcode.json,Q00018,0.3,0
google,random,oldleetcode.json,Q00018,0.4,0
google,random,oldleetcode.json,Q00018,0.5,0
google,random,oldleetcode.json,Q00018,0.6,0
google,random,oldleetcode.json,Q00018,0.7,0
google,random,oldleetcode.json,Q00018,0.8,0
google,random,oldleetcode.json,Q00018,0.9,0
google,random,oldleetcode.json,Q00018,1.0,0
