model,method,dataset,task,augmentation_rate,eval_score
google,keyboard,newleetcode.json,Q00014,0.0,1
google,keyboard,newleetcode.json,Q00014,0.1,1
google,keyboard,newleetcode.json,Q00014,0.2,0
google,keyboard,newleetcode.json,Q00014,0.3,0
google,keyboard,newleetcode.json,Q00014,0.4,0
google,keyboard,newleetcode.json,Q00014,0.5,0
google,keyboard,newleetcode.json,Q00014,0.6,0
google,keyboard,newleetcode.json,Q00014,0.7,0
google,keyboard,newleetcode.json,Q00014,0.8,0
google,keyboard,newleetcode.json,Q00014,0.9,0
google,keyboard,newleetcode.json,Q00014,1.0,0
