model,method,dataset,task,augmentation_rate,eval_score
google,keyboard,newleetcode.json,Q00015,0.0,0
google,keyboard,newleetcode.json,Q00015,0.1,0
google,keyboard,newleetcode.json,Q00015,0.2,1
google,keyboard,newleetcode.json,Q00015,0.3,0
google,keyboard,newleetcode.json,Q00015,0.4,0
google,keyboard,newleetcode.json,Q00015,0.5,1
google,keyboard,newleetcode.json,Q00015,0.6,0
google,keyboard,newleetcode.json,Q00015,0.7,0
google,keyboard,newleetcode.json,Q00015,0.8,0
google,keyboard,newleetcode.json,Q00015,0.9,0
google,keyboard,newleetcode.json,Q00015,1.0,0
