model,method,dataset,task,augmentation_rate,eval_score
google,keyboard,oldleetcode.json,Q00005,0.0,1
google,keyboard,oldleetcode.json,Q00005,0.1,1
google,keyboard,oldleetcode.json,Q00005,0.2,1
google,keyboard,oldleetcode.json,Q00005,0.3,1
google,keyboard,oldleetcode.json,Q00005,0.4,1
google,keyboard,oldleetcode.json,Q00005,0.5,0
google,keyboard,oldleetcode.json,Q00005,0.6,0
google,keyboard,oldleetcode.json,Q00005,0.7,0
google,keyboard,oldleetcode.json,Q00005,0.8,0
google,keyboard,oldleetcode.json,Q00005,0.9,0
google,keyboard,oldleetcode.json,Q00005,1.0,0
