model,method,dataset,task,augmentation_rate,eval_score
deepseek,keyboard,oldleetcode.json,Q00009,0.0,
deepseek,keyboard,oldleetcode.json,Q00009,0.1,1
deepseek,keyboard,oldleetcode.json,Q00009,0.2,
deepseek,keyboard,oldleetcode.json,Q00009,0.3,1
deepseek,keyboard,oldleetcode.json,Q00009,0.4,0
deepseek,keyboard,oldleetcode.json,Q00009,0.5,
deepseek,keyboard,oldleetcode.json,Q00009,0.6,0
deepseek,keyboard,oldleetcode.json,Q00009,0.7,
deepseek,keyboard,oldleetcode.json,Q00009,0.8,
deepseek,keyboard,oldleetcode.json,Q00009,0.9,
deepseek,keyboard,oldleetcode.json,Q00009,1.0,
