model,method,dataset,task,augmentation_rate,eval_score
deepseek,synonym,newleetcode.json,Q00007,0.0,
deepseek,synonym,newleetcode.json,Q00007,0.1,1
deepseek,synonym,newleetcode.json,Q00007,0.2,1
deepseek,synonym,newleetcode.json,Q00007,0.3,0
deepseek,synonym,newleetcode.json,Q00007,0.4,1
deepseek,synonym,newleetcode.json,Q00007,0.5,1
deepseek,synonym,newleetcode.json,Q00007,0.6,0
deepseek,synonym,newleetcode.json,Q00007,0.7,0
deepseek,synonym,newleetcode.json,Q00007,0.8,1
deepseek,synonym,newleetcode.json,Q00007,0.9,0
deepseek,synonym,newleetcode.json,Q00007,1.0,0
