model,method,dataset,task,augmentation_rate,eval_score
deepseek,synonym,newleetcode.json,Q00017,0.0,0
deepseek,synonym,newleetcode.json,Q00017,0.1,0
deepseek,synonym,newleetcode.json,Q00017,0.2,1
deepseek,synonym,newleetcode.json,Q00017,0.3,1
deepseek,synonym,newleetcode.json,Q00017,0.4,1
deepseek,synonym,newleetcode.json,Q00017,0.5,0
deepseek,synonym,newleetcode.json,Q00017,0.6,0
deepseek,synonym,newleetcode.json,Q00017,0.7,0
deepseek,synonym,newleetcode.json,Q00017,0.8,0
deepseek,synonym,newleetcode.json,Q00017,0.9,0
deepseek,synonym,newleetcode.json,Q00017,1.0,0
