model,method,dataset,task,augmentation_rate,eval_score
deepseek,synonym,newleetcode.json,Q00003,0.0,1
deepseek,synonym,newleetcode.json,Q00003,0.1,0
deepseek,synonym,newleetcode.json,Q00003,0.2,0
deepseek,synonym,newleetcode.json,Q00003,0.3,1
deepseek,synonym,newleetcode.json,Q00003,0.4,1
deepseek,synonym,newleetcode.json,Q00003,0.5,
deepseek,synonym,newleetcode.json,Q00003,0.6,1
deepseek,synonym,newleetcode.json,Q00003,0.7,
deepseek,synonym,newleetcode.json,Q00003,0.8,1
deepseek,synonym,newleetcode.json,Q00003,0.9,1
deepseek,synonym,newleetcode.json,Q00003,1.0,1
