model,method,dataset,task,augmentation_rate,eval_score
deepseek,cut,oldleetcode.json,Q00016,0.0,0
deepseek,cut,oldleetcode.json,Q00016,0.1,0
deepseek,cut,oldleetcode.json,Q00016,0.2,0
deepseek,cut,oldleetcode.json,Q00016,0.3,0
deepseek,cut,oldleetcode.json,Q00016,0.4,0
deepseek,cut,oldleetcode.json,Q00016,0.5,0
deepseek,cut,oldleetcode.json,Q00016,0.6,0
deepseek,cut,oldleetcode.json,Q00016,0.7,0
deepseek,cut,oldleetcode.json,Q00016,0.8,0
deepseek,cut,oldleetcode.json,Q00016,0.9,0
deepseek,cut,oldleetcode.json,Q00016,1.0,0
