model,method,dataset,task,augmentation_rate,eval_score
deepseek,cut,oldleetcode.json,Q00004,0.0,1
deepseek,cut,oldleetcode.json,Q00004,0.1,1
deepseek,cut,oldleetcode.json,Q00004,0.2,1
deepseek,cut,oldleetcode.json,Q00004,0.3,1
deepseek,cut,oldleetcode.json,Q00004,0.4,1
deepseek,cut,oldleetcode.json,Q00004,0.5,1
deepseek,cut,oldleetcode.json,Q00004,0.6,0
deepseek,cut,oldleetcode.json,Q00004,0.7,0
deepseek,cut,oldleetcode.json,Q00004,0.8,0
deepseek,cut,oldleetcode.json,Q00004,0.9,0
deepseek,cut,oldleetcode.json,Q00004,1.0,0
