model,method,dataset,task,augmentation_rate,eval_score
anthropic,random,math.json,Q00003,0.0,0.0
anthropic,random,math.json,Q00003,0.1,0.0
anthropic,random,math.json,Q00003,0.2,0.0
anthropic,random,math.json,Q00003,0.3,0.0
anthropic,random,math.json,Q00003,0.4,0.0
anthropic,random,math.json,Q00003,0.5,0.0
anthropic,random,math.json,Q00003,0.6,
anthropic,random,math.json,Q00003,0.7,
anthropic,random,math.json,Q00003,0.8,
anthropic,random,math.json,Q00003,0.9,
anthropic,random,math.json,Q00003,1.0,
