model,method,dataset,task,augmentation_rate,eval_score
openai,keyboard,math.json,Q00014,0.0,1.0
openai,keyboard,math.json,Q00014,0.1,0.0
openai,keyboard,math.json,Q00014,0.2,1.0
openai,keyboard,math.json,Q00014,0.3,1.0
openai,keyboard,math.json,Q00014,0.4,0.0
openai,keyboard,math.json,Q00014,0.5,0.0
openai,keyboard,math.json,Q00014,0.6,0.0
openai,keyboard,math.json,Q00014,0.7,0.0
openai,keyboard,math.json,Q00014,0.8,0.0
openai,keyboard,math.json,Q00014,0.9,0.0
openai,keyboard,math.json,Q00014,1.0,0.0
