model,method,dataset,task,augmentation_rate,eval_score
openai,keyboard,math.json,Q00010,0.0,0.0
openai,keyboard,math.json,Q00010,0.1,0.0
openai,keyboard,math.json,Q00010,0.2,0.0
openai,keyboard,math.json,Q00010,0.3,0.0
openai,keyboard,math.json,Q00010,0.4,0.0
openai,keyboard,math.json,Q00010,0.5,0.0
openai,keyboard,math.json,Q00010,0.6,0.0
openai,keyboard,math.json,Q00010,0.7,0.0
openai,keyboard,math.json,Q00010,0.8,0.0
openai,keyboard,math.json,Q00010,0.9,0.0
openai,keyboard,math.json,Q00010,1.0,0.0
